flat_type,price,address,buildup_area,which_floor,furnishing,bedrooms,balcony
3 BHK Flat,4.8,Prabhadevi,1160,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.5,Powai,1470,middle,Semi Furnished,3.0,0.0
3 BHK Flat,4.25,Andheri West,1200,middle,Unfurnished,3.0,2.0
3 BHK Flat,1.45,Goregaon East,1700,lower,Unfurnished,3.0,1.0
3 BHK Flat,6.5,Byculla,1900,higher,Unfurnished,3.0,0.0
3 BHK Flat,3.86,Bhandup West,1450,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.75,Ghatkopar West,1100,lower,Fully Furnished,3.0,0.0
3 BHK Flat,5.5,Vile Parle West,1100,lower,Unfurnished,3.0,0.0
3 BHK Flat,12.0,Santacruz West,1700,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.9,Mira Road East,1210,lower,Semi Furnished,3.0,3.0
3 BHK Flat,5.2,Powai,1490,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.2,Borivali East,1245,middle,Semi Furnished,3.0,4.0
3 BHK Flat,3.1,Mulund West,1415,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.85,Kurla West,1600,lower,Semi Furnished,3.0,4.0
3 BHK Flat,4.3,Powai,2000,middle,Unfurnished,3.0,3.0
3 BHK Flat,2.76,Andheri West,1250,middle,Unfurnished,3.0,1.0
3 BHK Flat,3.25,Madh,1680,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.0,Borivali West,1200,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.5,Goregaon East,1660,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.8,others,1296,middle,Unfurnished,3.0,0.0
3 BHK Flat,9.0,Dadar West,1300,middle,Fully Furnished,3.0,0.0
3 BHK Flat,2.35,Dahisar West,1066,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.51,Kanjurmarg East,1322,middle,Semi Furnished,3.0,1.0
3 BHK Flat,0.95,Goregaon East,1272,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.0,Ghatkopar West,1550,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.88,Kanjurmarg West,1375,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.25,Andheri West,1550,middle,Unfurnished,3.0,1.0
3 BHK Flat,5.15,Powai,1450,middle,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Santacruz West,1100,lower,Unfurnished,3.0,0.0
3 BHK Flat,5.5,Andheri West,1840,lower,Semi Furnished,3.0,0.0
3 BHK Flat,8.5,Powai,2500,middle,Semi Furnished,3.0,3.0
3 BHK Flat,3.5,Kandivali East,1564,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.26,Bhandup West,700,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.6,Kurla West,1520,lower,Semi Furnished,3.0,4.0
3 BHK Flat,2.65,Borivali West,1250,lower,Unfurnished,3.0,1.0
3 BHK Flat,1.8,Dahisar West,900,lower,Semi Furnished,2.0,0.0
3 BHK Flat,5.8,Powai,1500,middle,Fully Furnished,3.0,1.0
3 BHK Flat,2.5,Bhandup West,1275,middle,Fully Furnished,3.0,3.0
3 BHK Flat,17.0,Cumballa Hill,2600,lower,Semi Furnished,3.0,1.0
3 BHK Flat,6.0,Powai,1755,middle,Semi Furnished,3.0,2.0
3 BHK Flat,2.21,Malad West,1100,middle,Fully Furnished,3.0,3.0
3 BHK Flat,3.0,Ghatkopar East,900,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.3,Kanjurmarg West,1510,middle,Fully Furnished,3.0,3.0
3 BHK Flat,1.95,Mira Road East,1500,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.5,Mira Road East,1235,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.05,Mira Road East,845,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.8,Andheri West,1100,lower,Fully Furnished,3.0,0.0
3 BHK Flat,8.75,Sion,1350,lower,Fully Furnished,3.0,0.0
3 BHK Flat,6.0,Vile Parle West,1600,lower,Semi Furnished,3.0,2.0
3 BHK Flat,3.2,Goregaon West,1305,middle,Semi Furnished,3.0,4.0
3 BHK Flat,3.05,Powai,1400,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.25,Govandi,1408,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.75,Powai,3000,middle,Unfurnished,3.0,3.0
3 BHK Flat,2.6,Chembur,1000,lower,Semi Furnished,3.0,2.0
3 BHK Flat,2.8,Kandivali East,1550,middle,Fully Furnished,3.0,0.0
3 BHK Flat,3.1,Chembur,1350,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Chembur,1350,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.65,Malad West,1500,lower,Unfurnished,3.0,2.0
3 BHK Flat,3.25,Kandivali West,1435,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.1,Goregaon East,1250,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.8,Andheri West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.4,Ghatkopar West,1360,lower,Fully Furnished,3.0,0.0
3 BHK Flat,7.5,Bandra West,1400,lower,Fully Furnished,3.0,1.0
3 BHK Flat,3.02,Malad East,1270,lower,Unfurnished,3.0,1.0
3 BHK Flat,1.86,Bhandup West,1125,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.5,others,1800,lower,Semi Furnished,3.0,2.0
3 BHK Flat,4.4,Borivali East,1478,higher,Semi Furnished,3.0,0.0
3 BHK Flat,3.8,Malad West,1550,lower,Unfurnished,3.0,2.0
3 BHK Flat,5.9,Bandra East,2000,middle,Semi Furnished,3.0,1.0
3 BHK Flat,11.4,Lower Parel,1850,higher,Fully Furnished,3.0,2.0
3 BHK Flat,0.6,Virar West,1350,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.7,Chembur,1320,lower,Unfurnished,3.0,3.0
3 BHK Flat,3.99,Mulund West,1926,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.1,Kanjurmarg East,1235,middle,Semi Furnished,3.0,0.0
3 BHK Flat,4.5,Goregaon West,1110,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.85,Chembur,1850,lower,Unfurnished,3.0,1.0
3 BHK Flat,6.5,Santacruz West,2000,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.45,Malad East,1690,higher,Semi Furnished,3.0,3.0
3 BHK Flat,9.25,Lower Parel,2390,middle,Semi Furnished,3.0,2.0
3 BHK Flat,1.85,Mira Road East,1395,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.5,Byculla,1020,lower,Fully Furnished,2.0,0.0
3 BHK Flat,5.75,Bandra West,1350,lower,Semi Furnished,3.0,0.0
3 BHK Flat,14.5,Bandra West,2200,lower,Fully Furnished,3.0,0.0
3 BHK Flat,1.05,Virar West,1350,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Santacruz East,1800,lower,Unfurnished,3.0,2.0
3 BHK Flat,3.5,Mazgaon,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.5,Andheri West,1275,middle,Fully Furnished,3.0,0.0
3 BHK Flat,3.4,Goregaon West,1690,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.25,Vasai West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.8,Vikhroli East,1100,middle,Semi Furnished,3.0,2.0
3 BHK Flat,0.9,Virar West,1250,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.2,Chembur,1600,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.26,Andheri East,950,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Kandivali West,1750,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.3,Kandivali East,980,middle,Unfurnished,3.0,1.0
3 BHK Flat,2.95,Ghatkopar East,1600,lower,Unfurnished,3.0,0.0
3 BHK Flat,1.0,Virar West,1330,lower,Unfurnished,3.0,3.0
3 BHK Flat,3.5,Andheri West,1100,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.8,Malad West,1200,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.0,Kandivali East,1250,middle,Fully Furnished,3.0,0.0
3 BHK Flat,6.97,Chembur,1670,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.85,Matunga East,750,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.7,Mazgaon,1100,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.65,Kandivali East,1350,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.5,Matunga East,985,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.35,Mira Road East,1200,lower,Semi Furnished,3.0,3.0
3 BHK Flat,5.0,Bandra West,1050,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.35,Mira Road East,1295,lower,Semi Furnished,3.0,2.0
3 BHK Flat,2.1,Andheri West,950,middle,Fully Furnished,2.0,3.0
3 BHK Flat,2.25,Kandivali West,1250,middle,Unfurnished,3.0,2.0
3 BHK Flat,2.1,Malad West,1300,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.7,Mira Road East,1400,lower,Fully Furnished,3.0,3.0
3 BHK Flat,2.7,Jogeshwari East,1200,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.5,Chembur,1201,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.35,Govandi,1700,middle,Semi Furnished,3.0,0.0
3 BHK Flat,5.5,Andheri West,1800,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.4,Thane West,1540,middle,Unfurnished,3.0,1.0
3 BHK Flat,1.7,Girgaon,950,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.4,Chembur,1000,lower,Unfurnished,3.0,0.0
3 BHK Flat,9.0,Matunga East,2160,lower,Fully Furnished,3.0,0.0
3 BHK Flat,7.5,Santacruz West,1466,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.21,Malad West,1050,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.6,Vikhroli West,1488,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.95,Govandi,950,lower,Semi Furnished,3.0,1.0
3 BHK Flat,6.0,Sion,1600,middle,Semi Furnished,4.0,2.0
3 BHK Flat,4.0,Agripada,2475,lower,Semi Furnished,4.0,4.0
3 BHK Flat,3.8,Goregaon East,1600,middle,Semi Furnished,3.0,0.0
3 BHK Flat,1.74,Mira Road East,1012,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.55,Chembur,950,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.75,Bandra West,1500,lower,Fully Furnished,3.0,0.0
3 BHK Flat,4.15,Bhandup West,1600,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.9,Andheri West,1650,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Chembur,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Goregaon West,1320,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.0,Andheri West,1400,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.78,Chembur,1350,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.75,Mulund East,1050,middle,Semi Furnished,3.0,0.0
3 BHK Flat,5.8,Sion,1600,middle,Semi Furnished,4.0,2.0
3 BHK Flat,2.35,Mulund West,1200,middle,Semi Furnished,3.0,0.0
3 BHK Flat,10.0,Lower Parel,1915,middle,Semi Furnished,3.0,0.0
3 BHK Flat,2.75,Chembur,920,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.05,Mira Road East,975,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.7,Andheri West,1550,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.5,Malad West,1270,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.15,Andheri West,1650,middle,Unfurnished,3.0,1.0
3 BHK Flat,6.2,Wadala East,1660,middle,Unfurnished,3.0,1.0
3 BHK Flat,3.0,Chembur,1104,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.75,Wadala East,1250,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.1,Mulund East,950,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.35,Andheri East,750,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Kandivali West,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.5,Matunga East,1300,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.6,Malad West,1548,lower,Unfurnished,3.0,2.0
3 BHK Flat,2.35,Mulund West,1160,lower,Semi Furnished,2.0,0.0
3 BHK Flat,2.4,Mulund West,1370,lower,Fully Furnished,3.0,1.0
3 BHK Flat,2.0,Kandivali West,785,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.51,Borivali East,1320,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.6,Andheri West,1200,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.0,Malad East,1000,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.1,Bhandup West,1640,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.0,Goregaon West,812,lower,Unfurnished,3.0,0.0
3 BHK Flat,6.75,Andheri West,2100,middle,Semi Furnished,3.0,2.0
3 BHK Flat,5.0,Andheri West,1550,middle,Fully Furnished,3.0,0.0
3 BHK Flat,4.95,Andheri West,1700,middle,Semi Furnished,3.0,0.0
3 BHK Flat,4.1,Andheri West,1650,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.0,Chembur,1350,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.35,Bhayandar West,1500,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.5,Mira Road East,1500,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.95,Bandra East,1500,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.0,Sakinaka,1150,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.84,Bhandup West,1450,lower,Semi Furnished,3.0,1.0
3 BHK Flat,10.0,Lower Parel,2100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.4,Andheri West,1500,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.3,Andheri West,1500,lower,Semi Furnished,3.0,1.0
3 BHK Flat,5.63,Matunga East,1071,lower,Unfurnished,3.0,3.0
3 BHK Flat,3.1,Andheri West,1350,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.65,Andheri West,1450,lower,Semi Furnished,3.0,1.0
3 BHK Flat,4.5,Andheri West,1800,lower,Semi Furnished,3.0,3.0
3 BHK Flat,6.1,Andheri West,1800,lower,Semi Furnished,3.0,2.0
3 BHK Flat,3.55,Chembur,1668,lower,Unfurnished,2.0,3.0
3 BHK Flat,2.8,Chembur,1100,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.7,Chembur,1460,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.5,Chembur,1200,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.85,Chembur,1800,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.5,Chembur,1000,lower,Unfurnished,3.0,3.0
3 BHK Flat,2.55,Chembur,1100,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.85,Chembur,1400,lower,Unfurnished,3.0,1.0
3 BHK Flat,2.05,Goregaon East,1862,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.1,Goregaon East,1860,lower,Fully Furnished,3.0,2.0
3 BHK Flat,2.5,Borivali West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.0,Kurla West,1550,lower,Semi Furnished,2.0,0.0
3 BHK Flat,14.0,Worli,2500,higher,Semi Furnished,3.0,1.0
3 BHK Flat,2.55,Dahisar West,1300,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.15,Chembur,1050,lower,Semi Furnished,3.0,0.0
3 BHK Flat,0.52,Nalasopara East,1080,lower,Semi Furnished,3.0,3.0
3 BHK Flat,0.59,Nalasopara East,1270,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.5,Borivali East,850,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.6,Kandivali East,1330,lower,Unfurnished,3.0,0.0
3 BHK Flat,5.0,Santacruz West,1260,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.65,Borivali West,1100,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.75,Santacruz West,1300,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.8,Wadala East,1100,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.0,Wadala East,1100,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.1,Kanjurmarg East,1481,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.25,Mulund East,1000,lower,Semi Furnished,2.0,0.0
3 BHK Flat,5.0,Santacruz West,989,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.25,Andheri West,1610,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.32,Mira Road East,1300,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.65,Borivali East,1515,higher,Unfurnished,3.0,0.0
3 BHK Flat,5.5,Khar West,1450,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.2,Kanjurmarg East,1129,middle,Semi Furnished,3.0,3.0
3 BHK Flat,3.48,Kanjurmarg East,1637,middle,Semi Furnished,3.0,3.0
3 BHK Flat,9.8,Worli,1500,lower,Fully Furnished,3.0,0.0
3 BHK Flat,1.26,Mira Road East,1060,lower,Unfurnished,3.0,3.0
3 BHK Flat,1.28,Mira Road East,1350,lower,Semi Furnished,3.0,2.0
3 BHK Flat,1.12,Mira Road East,1208,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.0,Ghatkopar West,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,11.0,Matunga East,1850,lower,Semi Furnished,3.0,0.0
3 BHK Flat,9.45,Santacruz West,1810,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.98,Bandra East,1400,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.61,Santacruz East,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Andheri West,1265,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Khar West,1242,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Andheri West,1700,lower,Semi Furnished,3.0,0.0
3 BHK Flat,12.5,Santacruz West,1850,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.65,Santacruz East,1400,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.14,Khar West,1322,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Chembur,1230,lower,Fully Furnished,4.0,0.0
3 BHK Flat,2.5,Mulund West,1053,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.75,Sion,1670,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.0,Andheri West,1405,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.5,Kandivali East,1750,lower,Semi Furnished,3.0,2.0
3 BHK Flat,2.8,Kandivali East,1545,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.25,Kandivali East,1545,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.5,Chembur,1380,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.99,Chembur,1396,lower,Unfurnished,3.0,1.0
3 BHK Flat,8.0,Chembur,1755,lower,Semi Furnished,3.0,1.0
3 BHK Flat,6.0,Prabhadevi,1800,middle,Semi Furnished,3.0,1.0
3 BHK Flat,6.0,Dadar West,2100,middle,Fully Furnished,3.0,1.0
3 BHK Flat,3.2,Chembur,1150,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.5,Goregaon East,987,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.4,Goregaon East,987,middle,Semi Furnished,2.0,0.0
3 BHK Flat,6.0,Goregaon East,1690,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.55,Powai,1950,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.75,Sion,1654,middle,Semi Furnished,3.0,1.0
3 BHK Flat,6.7,Goregaon East,1820,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.65,Kandivali East,1750,lower,Semi Furnished,3.0,3.0
3 BHK Flat,1.1,Mira Road East,1000,lower,Unfurnished,3.0,4.0
3 BHK Flat,5.0,Santacruz West,1080,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.15,Kandivali East,1245,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.45,Kandivali East,1655,middle,Semi Furnished,3.0,2.0
3 BHK Flat,5.75,Prabhadevi,1295,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.95,Worli,1250,lower,Fully Furnished,3.0,1.0
3 BHK Flat,3.5,Santacruz East,950,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.6,Kandivali East,1750,lower,Semi Furnished,3.0,2.0
3 BHK Flat,3.43,Chembur,1300,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.3,Santacruz East,1080,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.0,Bandra East,1650,lower,Unfurnished,3.0,2.0
3 BHK Flat,7.0,Bandra East,1800,middle,Unfurnished,3.0,3.0
3 BHK Flat,6.7,Chembur,1579,lower,Semi Furnished,3.0,1.0
3 BHK Flat,7.2,Chembur,1782,lower,Semi Furnished,3.0,1.0
3 BHK Flat,6.8,Bandra East,1500,lower,Semi Furnished,3.0,3.0
3 BHK Flat,9.2,Dadar East,1860,middle,Unfurnished,3.0,1.0
3 BHK Flat,6.5,Goregaon East,1690,middle,Semi Furnished,3.0,1.0
3 BHK Flat,7.11,Bandra East,1500,lower,Semi Furnished,3.0,3.0
3 BHK Flat,2.75,Borivali East,1325,middle,Fully Furnished,3.0,0.0
3 BHK Flat,3.5,Bhandup West,1283,middle,Unfurnished,3.0,1.0
3 BHK Flat,4.25,Bhandup West,1448,middle,Unfurnished,3.0,1.0
3 BHK Flat,3.25,Bhandup West,1210,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.0,Goregaon East,1200,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.05,Goregaon East,1200,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.8,Goregaon East,1820,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.75,Goregaon East,1635,middle,Semi Furnished,3.0,1.0
3 BHK Flat,3.5,Goregaon East,1900,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.25,Kanjurmarg West,950,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.0,Mulund West,1415,higher,Unfurnished,3.0,0.0
3 BHK Flat,6.75,Lower Parel,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.5,Byculla,1200,higher,Unfurnished,3.0,1.0
3 BHK Flat,6.0,Parel,1850,lower,Unfurnished,3.0,0.0
3 BHK Flat,2.75,Bhandup West,1172,middle,Fully Furnished,3.0,0.0
3 BHK Flat,1.75,Mulund West,950,middle,Unfurnished,3.0,0.0
3 BHK Flat,4.6,Andheri West,1500,lower,Fully Furnished,3.0,0.0
3 BHK Flat,5.5,Parel,1226,higher,Fully Furnished,3.0,1.0
3 BHK Flat,3.15,Bhandup West,1382,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.95,Bhandup West,1250,middle,Semi Furnished,3.0,1.0
3 BHK Flat,2.7,Mulund West,1451,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.4,Mulund West,1303,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.4,Mulund West,1451,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.45,Mulund West,1455,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.3,Bhandup West,1475,middle,Semi Furnished,3.0,3.0
3 BHK Flat,2.95,Mulund West,1451,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.45,Mulund West,1300,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.75,Bhandup West,1050,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.75,Goregaon West,1800,middle,Fully Furnished,3.0,2.0
3 BHK Flat,2.36,Chembur,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.0,Goregaon West,1400,middle,Semi Furnished,3.0,1.0
3 BHK Flat,4.0,Goregaon West,1600,middle,Unfurnished,3.0,0.0
3 BHK Flat,9.0,Parel,2400,lower,Semi Furnished,3.0,3.0
3 BHK Flat,6.0,Lower Parel,1150,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.96,Borivali East,1550,higher,Unfurnished,3.0,0.0
3 BHK Flat,4.89,Borivali East,1552,higher,Unfurnished,3.0,0.0
3 BHK Flat,7.2,others,1900,middle,Unfurnished,3.0,0.0
3 BHK Flat,6.5,Andheri East,1820,middle,Semi Furnished,3.0,2.0
3 BHK Flat,4.75,Andheri West,1650,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.25,Andheri West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,4.78,Borivali East,1507,higher,Unfurnished,3.0,0.0
3 BHK Flat,4.85,Borivali East,1555,higher,Unfurnished,3.0,0.0
3 BHK Flat,2.5,Kandivali East,1600,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Kandivali East,1110,lower,Semi Furnished,3.0,1.0
3 BHK Flat,1.92,Malad West,1050,lower,Unfurnished,3.0,0.0
3 BHK Flat,4.75,Borivali West,1700,lower,Semi Furnished,3.0,3.0
3 BHK Flat,3.4,Andheri West,1550,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.4,Andheri West,1450,lower,Unfurnished,3.0,2.0
3 BHK Flat,3.95,Govandi,1660,lower,Fully Furnished,3.0,0.0
3 BHK Flat,3.8,Andheri West,1367,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.8,Andheri West,1550,lower,Unfurnished,3.0,1.0
3 BHK Flat,3.1,Andheri West,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.35,Goregaon East,1750,middle,Semi Furnished,3.0,3.0
3 BHK Flat,4.3,Parel,1350,middle,Semi Furnished,3.0,2.0
3 BHK Flat,1.75,Mira Road East,1080,lower,Fully Furnished,3.0,3.0
3 BHK Flat,5.75,Mahim,1250,middle,Fully Furnished,3.0,0.0
3 BHK Flat,3.28,Borivali West,1380,lower,Semi Furnished,4.0,0.0
3 BHK Flat,2.08,Malad West,1250,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.15,Sakinaka,1360,lower,Semi Furnished,3.0,1.0
3 BHK Flat,7.75,Worli,1850,lower,Fully Furnished,3.0,1.0
3 BHK Flat,3.25,Goregaon West,1300,lower,Semi Furnished,3.0,0.0
3 BHK Flat,3.0,Mulund West,1250,middle,Unfurnished,3.0,0.0
3 BHK Flat,1.8,Kurla East,1500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.5,Kandivali East,1000,lower,Semi Furnished,3.0,0.0
3 BHK Flat,1.88,Bhandup West,1025,middle,Semi Furnished,3.0,1.0
3 BHK Flat,1.95,Bhandup West,1250,lower,Semi Furnished,3.0,1.0
3 BHK Flat,3.08,Chembur,1158,lower,Semi Furnished,2.0,0.0
3 BHK Flat,2.65,Mulund West,1200,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.6,Kurla West,1275,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.8,Bandra West,2500,lower,Semi Furnished,3.0,0.0
3 BHK Flat,6.3,Prabhadevi,1500,higher,Semi Furnished,3.0,0.0
3 BHK Flat,2.34,Mulund West,1450,middle,Fully Furnished,3.0,1.0
3 BHK Flat,3.5,Kandivali East,1600,higher,Unfurnished,3.0,2.0
3 BHK Flat,2.85,Kandivali East,1100,middle,Unfurnished,3.0,0.0
3 BHK Flat,5.5,Parel,1868,higher,Semi Furnished,3.0,0.0
3 BHK Flat,4.3,Andheri West,1300,middle,Unfurnished,3.0,1.0
